blocking some of the light from reaching my telescope.,‫و مقداری از نور را از رسیدن به‬ ‫تلسکوپ من مسدود کرده باشد.‬
So I spent four years looking for decimal-level changes in these data.,‫بنابراین من چهار سال را صرف جستجو برای ‬ ‫تغییرات سطح اعشاری در این داده‌ها کردم.‬
"And after four years, I'd found ... nothing.",بعد از چهار سال چه متوجه شدم؟ ‫هیچی.‬
Zero exoplanets.,‫صفر سیاره فراخورشیدی.‬
"Thankfully, they still gave me the PhD, I think, for effort.",‫خوشبختانه، آنها باز به من دکترا دادند،‬ ‫برای تلاش، من فکر می‌کنم.‬
I still didn't find any exoplanets.,‫هنوز هیچ سیاره فراخورشیدی پیدا نکردم.‬
"Then in March 2010, I joined the Kepler Mission,",‫سپس در مارس ۲۰۱۰،‬ ‫من به ماموریت کپلر پیوستم،‬
NASA's grand experiment,‫آزمایش بزرگ ناسا‬
with putting one of our planet-hunting instruments into space.,‫با قرار دادن یکی از ابزار‌های شکار‬ ‫سیاره‌مان در فضا.‬
Monday was my first day on the base in Silicon Valley.,‫دوشنبه اولین روز من در پایگاه‬ ‫«سیلیکون ولی» بود.‬
"Tuesday, I sat down and looked at the data for the first time, and I found my first exoplanet.",‫سه شنبه نشستم و نگاه کردم‬ ‫به داده ها برای اولین بار،‬ ‫و اولین سیاره فراخورشیدی‌ام را کشف کردم.‬
"A few minutes later, I found another one.",‫چند دقیقه بعد یکی دیگر را پیدا کردم.‬
There's a saying that we're the generation that was born too late to explore Earth and too soon to explore space.,‫ضرب المثلی هست که می‌گوید ما نسلی هستیم‬ ‫که برای کشف زمین خیلی دیر‬ ‫و برای کشف فضا خیلی زود به دنیا آمدیم.‬
That's not true anymore.,‫این دیگر درست نیست.‬
"That day and every day since, I've gotten to explore space.",در ‫آن روز و روزهای پس از آن،‬ ‫من باید فضا را کشف کنم.‬
Kepler made it possible for us,‫کپلر این کار را برای ما ممکن کرد‬
to measure stellar brightness much more precisely than we had before.,‫که خیلی دقیق‌تر روشنایی ستاره‌ها را‬ ‬ ‫اندازه گیری کنیم.
And eventually I helped find thousands of exoplanets.,‫و در نهایت به پیدا کردن‬ ‫هزاران سیاره فراخورشیدی کمک کردم.‬
And we've really only searched our local corner of the galaxy to find those planets.,‫و ما واقعا فقط گوشه محلی کهکشان‌مان‬ ‫را ‫برای پیدا کردن آن سیارات جستجو کرده‌ایم‬.‬
That means there's likely tens of billions of planets just in our Milky Way.,‫این بدان معناست که احتمالا ده‌ها میلیارد‬ ‫سیاره فقط در راه شیری ما وجود دارد.‬
"Now with so much data, we can start sorting and grouping and categorizing these planets",‫الان با داده های بسیار،‬ ‫مرتب سازی و گروه بندی و دسته بندی ‬ ‫این سیارات را می‌توانیم شروع کنیم‬
to find trends.,‫که الگو‌ها را پیدا کنیم.‬
Think of it this way:,‫اینجوری بهش فکر کنید:‬
"if you wanted to learn about dogs and you had five dogs in your study,",‫اگر بخواهید در مورد سگ‌ها بیاموزید‬ ‫و شما پنج سگ برای بررسی داشته باشید،‬
"well, you'd learn a lot about those five dogs.",‫خب، شما چیزهای زیادی در مورد آن‬ ‫پنج سگ یاد خواهید گرفت.‬
That they're all good dogs.,‫که همه آنها سگهای خوبی هستند.‬
But maybe not about dogs in general.,‫اما شاید به طور کلی در مورد سگ‌ها نباشد.‬
"If you had 5,000 dogs in your study,","‫اگر در مطالعه خود ۵,۰۰۰ سگ داشتید،‬"
"then you’d start to see that there were German Shepherds and Dobermanns and beagles, and that these different breeds have different features.",‫سپس شما می‌بینید که ‬ ‫ژرمن شپرد و دوبرمن‬ ‫و بیگل‌ها وجود دارند‬ ‫و اینکه این نژادهای مختلف‬ ‫ویژگی‌های متفاوتی دارند.‬
"With demographic-level data on exoplanets, we can start asking some of these big questions for the first time,",‫با داده‌های عددی سیارات فراخورشیدی،‬ ‫می‌توانیم شروع به پرسیدن برخی از ‬ ‫این سوالات بزرگ برای اولین بار کنیم‬
"like: Of those thousands and billions of planets in our galaxy, how many are like the Earth, or like Jupiter?",‫مثلا: از آن هزاران میلیارد‬ ‫سیارات کهکشان ما،‬ ‫چند تا شبیه زمین یا مشتری هستند؟‬
How many planets does a typical star have?,‫یک ستاره معمولی چند سیاره دارد؟‬
Can a planet orbit more than one star?,‫آیا یک سیاره دور بیش از یک ستاره‬ ‫می‌تواند بچرخد؟‬
Yes.,‫بله.‬
Can a planet exist without any star at all?,‫آیا یک سیاره می‌تواند بدون‬ ‫هیچ ستاره‌ای باشد؟‬
Also yes.,‫همچنین بله.‬
One surprising result from the study of planet populations is that the most common kind of planet in our galaxy might be one we don’t have in our solar system: a super-Earth up to twice as big and ten times as heavy as our Earth.,‫یک نتیجه شگفت انگیز از مطالعه‬ ‫جمعیت‌های سیاره‬ ‫این است که رایج‌ترین نوع سیاره‬ ‫در کهکشان ما‬ ‫ممکن است آنی باشد که در‬ ‫منظومه شمسی‌مان نداشته باشیم:‬ ‫یک ابر زمین تا دو برابر بزرگتر‬ ‫و ده برابر سنگین تر از زمین ما.‬
"We've found evaporating planets, disintegrating planets, planets clustered together in a clockwork dance, ultra-puffy planets, ultra-dense planets.",‫ما سیاراتی در حال تبخیر،‬ ‫سیارات در حال تجزیه،‬ ‫سیاراتی که در یک رقص ساعتی‬ ‫کنار هم قرار گرفته‌اند،‬ ‫سیارات بسیار پف کرده و سیارات فوق متراکم‬ ‫پیدا کرده‌ایم.‬
It's truly a wild and wonderful menagerie that I get to corral at the NASA Exoplanet Archive.,‫این واقعا یک باغ وحش شگفت‌انگیز است‬ ‫که به راهرو آرشیو‬ ‫سیاره فراخورشیدی ناسا برسم.‬
But it gets even more interesting than that.,‫اما حتی جالب‌تر از آن هم می‌شود.‬
"With so much data, we might finally be able to figure out how planets are made.",‫با این همه داده، شاید بالاخره بتوانیم‬ ‫که بفهمیم سیارات چگونه ساخته می‌شوند.‬
We see baby stars being born in stellar nurseries,‫ما ستاره‌های بچه را می‌بینیم که در‬ ‫مهد کودک‌های ستاره ای متولد می‌شوند‬
surrounded by dust and gas.,‫که از گرد و غبار و گاز احاطه شده‌اند.‬
And we see all the stars surrounded by completed planetary systems.,‫و ما همه ستارگان در محاصره ‬‫سیستم‌های سیاره‌ای تکمیل شده را می‌بینیم.‬
But we still don't really know what happens in between.,‫اما ما هنوز واقعاً نمی‌دانیم‬ ‫در این میان چه اتفاقی می‌افتد‬.
"With more data, we might find planets at some middle stage or many middle stages.",‫احتمالا با داده‌های بیشتر، سیاراتی را‬ ‫در یک مرحله میانی‬ ‫یا بسیاری از مراحل میانی پیدا می‌کنیم.‬
"And from there, be able to map out a timeline of planetary development.",‫و از طریق آن بتوانیم یک جدول زمانی از‬ ‫توسعه سیاره‌ای را نقشه برداری کنیم.‬
What triggers these diffused clouds of dust and gas to collapse and transform?,‫چه باعث می‌شود تا این ابرهای پراکنده از ‬ ‫گردوغبار و گاز فروپاشی کنند و عوض شوند؟‬
"And how does the chaos and turmoil of dust become pebbles, and pebbles become boulders, and boulders become planetesimals?",‫و چگونه هرج و مرج و آشفتگی غبار‬ ‫تبدیل به سنگریزه می‌شود‬ ‫و سنگریزه‌ها تخته سنگ می‌شوند‬ ‫و تخته سنگ‌ها سیاره کوچک می‌شوند؟‬
"And from there, after an intense series of bombardments eventually settle into an ordered series of planets.",‫و از آنجا،‬ ‫پس از یک سری بمباران شدید‬ ‫در نهایت در سری منظم از سیارات‬ ‫قرار می‌گیرند.‬
"How often is one of those planets solid and warm, with a water ocean lapping a sandy shore?",هر چند وقت یکبار یکی از سیاره‌هایی که جامد و گرم است،‬ و یک اقیانوس آبی دارد، به ساحل شنی‬ ‫برخورد می‌کند؟‬
"Where do we come from, and how did we get here?",‫ما از کجا آمده‌ایم،‬ ‫و چگونه به اینجا رسیدیم؟‬
"The more we learn about exoplanets, the easier it is to target the ones we want.",‫هرچه درباره سیارات‬ ‫فراخورشیدی بیاموزیم،‬ ‫هدف قرار دادن آنهایی که می‌خواهیم‬ ‫آسان‌تر است.‬
"So far, we haven't found any planets that are like the Earth.",‫تاکنون هیچ سیاره‌ای پیدا نکرده‌ایم‬ ‫که شبیه زمین باشد.‬
But I hope we will.,‫اما امیدوارم این کار را انجام دهیم.‬
"NASA just spent the last few years studying the idea of a very large telescope in space with next-generation technology that would allow us to take an image, an actual photograph, of a planet like the Earth.",‫ناسا چند سال گذشته را صرف کرده است‬ ‫به مطالعه ایده یک تلسکوپ بسیار بزرگ در فضا‬ ‫با تکنولوژی نسل بعدی‬ ‫که به ما امکان می‌دهد تصویری بگیریم،‬ ‫یک عکس واقعی‬ ‫از سیاره‌ای مثل زمین.‬
"With that photo, we could search for biomarkers, signatures of life.",‫با آن عکس می‌توانستیم برای نشانگرهای زیستی‬ ‫تضمین کننده حیات جستجو کنیم.‬
I'll probably spend the rest of my career working on that mission.,‫احتمالا بقیه دوران حرفه‌ای‌ام را روی آن ماموریت کار خواهم کرد‬
I hope I get to take that photo.,‫امیدوارم بتوانم آن عکس را بگیرم.‬
