"So earned credits in one place, drug tests in another, fines and fees in another.",بنابراین اعتبارات را از یک جا، تست مواد را یک جا، جریمه و هزینه هم ازجای دیگر جمع کرد
"Phone reception is bad in most parole offices,",آنتن‌دهی تلفن در اکثر دفاتر آزادی مشروط بد است،
"so to get the code to log into each system, she'd have to go to the parking lot.",بنابراین برای دریافت کد ورود به هر سیستم، او باید بارها به پارکینگ می‌رفت.
And she would have to do that for 90 people every day manually,و او باید این کار را برای نود نفر هر روز به صورت دستی انجام می‌داد.
just to know who had already done everything they needed to do to be released.,فقط برای اینکه بداند چه کسی تمام کارهایی که برای آزادی لازم بوده رو انجام داده است. 
So you can see how people fall through the cracks.,پس ببینید که مردم چگونه در این شکاف‌ها گیر می‌افتند.
And it's hundreds of thousands of people.,و آن‌ها صدها هزار نفر هستند.
Nobody likes this.,هیچ‌کس این را دوست ندارد.
"I have spent the last three years working with the people who run state prison systems, and I can tell you that nobody likes the fact that people are stuck in the system",من سه سال گذشته را با مردمی که در سیستم‌‌های زندان کار می‌کنند سپری کردم، و می‌توانم بگویم هیچ‌کس این واقعیت که مردم در سیستم گیر بکنند را دوست ندارد
because databases aren't talking to each other.,به خاطر این‌که پایگاه‌های داده به هم وصل نیستند.
Starting in the '70s we saw runaway growth at every level of the US justice system.,از دهه‌ی هفتاد میلادی ما شاهد رشد سرسام‌آور تمام سطوح  سیستم قضایی آمریکا بودیم.
"State prisons, county jails, city police departments all running their own collection of databases that don't talk to each other.",زندان‌های دولتی، زندان‌های شهرستان‌ها، دپارتمان‌های پلیس شهری همگی پایگاه داده‌های خودشان را دارند که امکان یکپارچه‌سازی آن‌ها وجود ندارد.
"Fast forward to today and both sides of the aisle have fought to undo that growth, passing common-sense laws that let people who are succeeding earn their way out.",امروزه هر دو سمت این راهرو جنگیدند تا جلوی این رشد را بگیرند، تصویب قوانین معقولی که اجازه می‌دهند مردم راه برون‌رفت‌شان را به دست بیاورند.
But the data that an officer like Allison would need to actually enact those laws is still scattered across all those different systems.,اما اطلاعاتی که افسری مانند آلیسون برای اعمال این قوانین به آن نیاز دارد همچنان در سیستم‌های مختلف پراکنده است.
Criminal justice reform is complex.,اصلاح عدالت کیفری کاری پیچیده‌ای است.
But this specific part of the problem has a very clear solution.,اما این بخش خاص از مشکل یک راه حل روشن دارد.
We can bring the data together.,ما می‌توانیم داده‌ها را به هم وصل کنیم.
We can build tools for decision-makers.,ما می‌توانیم ابزارهایی برای تصمیم‌گیری درست کنیم.
We're a nonprofit engineering team.,ما یک تیم مهندسی غیرانتفاعی هستیم.
"who's almost eligible, but just needs to do one more thing, like send in a picture of their pay stub.",چه کسی تقریبا در شرف آزادی است، تنها با انجام یک کار بیشتر، مثل ارسال یک تصویر از فیش حقوقی‌شان.
"And who actually needs help getting treatment, getting a job, finding housing.",و چه کسی واقعا به کمک نیاز دارد دریافت درمان، یافتن شغل، پیدا کردن خانه.
"It's the simplest tool that you can imagine, but it means that suddenly Allison can help the people who actually need it and help everyone else get back to their lives.",این ساده‌ترین ابزاری است که شما می‌توانید تصور کنید، اما به این معنی است که آلیسون می‌تواند به کسانی که واقعا نیازمند هستند کمک کند و کمک به تمام کسان دیگر تا به زندگی خودشان برگردند.
We launched this tool in Idaho six months ago.,ما این ابزار را شش ماه پیش در ایداهو راه‌اندازی کردیم.
"Within weeks, Kate was released.",در عرض چند هفته‌، کِیت آزاد شد.
"Within months, five percent of people on probation and parole had either been moved to lower levels of supervision or moved out of the criminal justice system entirely.",در عرض چند ماه پنج درصد افراد در عفو مشروط به سطوح پایین‌تری از نظارت جابه‌جا شدند یا به صورت کامل از سیستم عدالت کیفری خارج شدند.
Five percent.,پنج درصد.
Let's say we scaled just that to all 50 states.,بیایید در نظر بگیرید فقط همین را در پنجاه ایالت مقیاس‌پذیر کنیم.
"That alone would impact 200,000 people like Kate.",این به تنهایی روی دویست هزار انسان  مثل کِیت اثر می‌گذارد.
And it's just the first step.,و این تنها قدم اول است.
That's one piece of the puzzle.,این تنها یک قطعه از این پازل است.
We need better data at every level of criminal justice decision making.,ما در هر سطحی از تصمیم‌گیری عدالت کیفری به داده‌های بهتری نیاز داریم.
So that corrections leaders can see which treatment programs work.,به طوری که رهبران اصلاحات بتوانند ببینند که برنامه‌ی درمانی کار می‌کند.
So that supervisors can find and fix these broken processes that pull people back in.,تا ناظران بتوانند این فرآیندهای شکسته که مردم را عقب می‌اندازند پیدا و تعمیر کنند.
So that policymakers can see which laws are holding people back.,تا سیاست‌گذاران بتوانند ببینند کدام قوانین مردم را عقب نگه می‌دارند.
and to do it all safely.,و آن‌ها را با آسودگی انجام دهند.
We're asking them to make pretty bold changes while flying blind.,ما از آن‌ها می‌خواهیم در حین تصمیمات شهودی، تغییرات کاملاجسورانه‌ای ایجاد کنند.
"Data can't fix the US justice system, but it can help 200,000 people who are stuck.",داده نمی‌تواند سیستم قضایی ایالات متحده را اصلاح کند، اما می‌تواند به دویست هزار نفری که گیر افتاده‌اند کمک کند.
It can show us which strategies are working.,این می‌تواند راهبردِ کارآمد را نشان دهد.
It can give us the confidence that the laws that we fight for are actually helping the people that they're designed to help.,این می‌تواند به ما اطمینان دهد که قوانینی که ما برای آن‌ها می‌جنگیم، واقعا به مردم کمک می‌کنند و برای کمک به آن‌ها طراحی شده اند.
We started this work because it felt like a clear place for software engineers to pitch in.,ما این کار را شروع کردیم چون مکان روشنی برای ورود مهندسان نرم‌افزار به نظر می‌رسید
But it turns out that getting data to decision-makers is one of the most promising strategies we have for transforming the whole system.,اما به نظر می‌رسد که دریافت داده  از تصمیم‌گیرندگان یکی از امیدوارکننده‌ترین راهبردهای ما  برای تغییر کل سیستم است.
